,index,name,location,year,millage,fuel_type,gears,owners,mpg,engine_size,power,seats,new_price,sale_price,wear_factor
624,624,BMW 3 Series 320d,Chennai,2009,137000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5.0,,9.0,0.047523244893993705
625,625,Honda City V MT,Pune,2013,127000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,4.5,0.10762044237938764
626,626,Mahindra XUV500 W10 2WD,Kochi,2016,51884,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,12.46,0.011794697743092625
627,627,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,67407,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,4.65,0.07390929467225156
628,628,Toyota Fortuner 4x2 Manual,Hyderabad,2014,107825,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,20.5,0.08975375612038818
629,629,Mahindra Bolero DI BSII,Chennai,2006,82453,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,8.0,,2.9,0.039814607871354504
630,630,Maruti Esteem Vxi - BSIII,Chennai,2007,30441,Petrol,Manual,First,15.9 kmpl,1298 CC,85 bhp,5.0,,1.45,0.08229352660389948
631,631,Hyundai Santro LS zipPlus,Chennai,2002,70000,Petrol,Manual,Third,0.0 kmpl,1086 CC,null bhp,5.0,,0.65,0.08201882549381566
632,632,Mini Cooper 5 DOOR D,Mumbai,2016,11000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.12 Lakh,29.5,0.08952559295823669
633,633,Audi Q3 35 TDI Quattro Premium,Hyderabad,2015,61000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,25.0,0.07559606148217532
634,634,Hyundai i20 Sportz Option,Delhi,2013,48454,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.5,0.010408267108618747
635,635,Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1 kmpl,2179 CC,154 bhp,7.0,16.95 Lakh,11.25,0.07130702080271117
636,636,Honda BR-V i-DTEC VX MT,Kochi,2017,32249,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7.0,15.45 Lakh,10.79,0.024255468187605225
637,637,Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,58000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.03 bhp,5.0,,5.9,0.026604521720787533
638,638,Hyundai Xcent 1.2 Kappa S Option,Jaipur,2017,28360,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,5.12,0.037609996003729766
639,639,Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.87 Lakh,5.7,0.04482068420897002
640,640,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,19658,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,35.84,0.015574724622063007
641,641,Ford Ikon 1.3 CLXi,Hyderabad,2007,92000,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,5.0,,1.25,0.05166903505983649
642,642,Hyundai i10 Sportz,Kolkata,2013,25000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.65,0.05613907310201364
643,643,Hyundai Verna 1.6 CRDI,Coimbatore,2016,37882,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,9.19,0.019072370186274824
644,644,BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,,First,16.07 kmpl,1995 CC,181 bhp,5.0,,23.5,0.06390762010575785
645,645,Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,2011,61000,Petrol,Automatic,First,12.3 kmpl,1796 CC,185 bhp,5.0,,12.5,0.06333019207198175
646,646,Chevrolet Beat Option Pack,Kolkata,2010,35000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.5,0.09864969964576213
647,647,Hyundai Santro Xing XP,Jaipur,2004,200000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,0.8,0.045046240916972166
648,648,Tata Indica DLS,Jaipur,2009,82000,unknown,Manual,Second,13.5 kmpl,1405 CC,null bhp,5.0,,0.75,0.0859639853928366
649,649,Mahindra XUV500 W8 2WD,Delhi,2012,72450,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.1,0.0480045946561867
650,650,Maruti Ciaz ZDi Plus SHVS,Jaipur,2017,36381,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,9.75,0.07107456830112839
651,651,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2017,25559,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5.0,,37.93,0.008720940451530473
652,652,Honda City ZX CVT,Chennai,2005,100000,Petrol,Automatic,Third,16.4 kmpl,1497 CC,78 bhp,5.0,,1.96,0.025359835408145383
653,653,Toyota Fortuner 4x2 4 Speed AT,Jaipur,2015,94000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,20.5,0.04011806678797162
654,654,Maruti Alto K10 VXI,Bangalore,2011,64357,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.7 Lakh,2.75,0.06165574722035183
655,655,Jaguar XJ 2.0L Portfolio,Mumbai,2017,10501,Petrol,Automatic,First,9.43 kmpl,1999 CC,237.4 bhp,5.0,,75.0,0.015193755343781383
656,656,Hyundai i20 1.4 Magna ABS,Chennai,2009,47000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,2.8,0.041581987174993305
657,657,Honda BRV i-VTEC V CVT,Mumbai,2017,18000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,15.02 Lakh,9.25,0.024311076859389914
658,658,Toyota Corolla Executive (HE),Chennai,2007,89000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5.0,,3.0,0.028541734141271716
659,659,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,49964,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,23.89,0.08281677248016088
660,660,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,35000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.75,0.0453621987565661
661,661,Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.15,0.022114769178666303
662,662,Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,36000,Petrol,Automatic,First,14.8 kmpl,1598 CC,105 bhp,5.0,,4.65,0.02128330801556383
663,663,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,78600,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,8.9,0.02204250341409726
664,664,Hyundai Verna CRDi SX,Jaipur,2008,170000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5.0,,1.5,0.09815228750750465
665,665,Maruti Ritz VDi,Pune,2015,65000,Diesel,Manual,Second,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.27,0.05728894520457966
666,666,Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,18.0,0.09383523556450796
667,667,Hyundai i20 Asta Option 1.2,Pune,2016,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.3,0.016052087842874423
668,668,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.56 Lakh,11.31,0.07268296154528667
669,669,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.16,0.05628261140618106
670,670,Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,6.0,0.04921238872299608
671,671,Nissan Sunny XV CVT,Kochi,2013,37199,Petrol,Automatic,First,17.5 kmpl,1498 CC,99.6 bhp,5.0,11.33 Lakh,5.43,0.030688826628264228
672,672,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.65,0.0938023296715949
673,673,Maruti Ertiga ZDI,Hyderabad,2015,59000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.5,0.09484211961334421
674,674,Maruti Swift Dzire VDI,Jaipur,2015,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,6.25,0.058762842841457275
675,675,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,9.25,0.08988520366740928
676,676,Honda Brio S MT,Mumbai,2013,17003,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.15,0.027241088290923237
677,677,Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,80400,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5.0,,2.3,0.07915298551792338
678,678,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.25,0.04822575984615965
679,679,Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.4,0.03182484536623064
680,680,Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5.0,,1.55,0.10973380886154342
681,681,Volkswagen Polo 1.2 MPI Highline,Pune,2017,54000,Petrol,Manual,Second,16.2 kmpl,1199 CC,74 bhp,5.0,,6.0,0.046836472339912255
682,682,Honda Jazz 1.2 V i VTEC,Chennai,2016,17377,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,5.9,0.004523139926449553
683,683,Honda Amaze EX i-Dtech,Bangalore,2013,33800,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.7,0.07137801045584811
684,684,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.5,0.06272134113325639
685,685,Maruti Ritz VDi,Hyderabad,2012,146824,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.55,0.09954288250817381
686,686,Honda City V MT,Chennai,2014,55000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,7.1,0.07659267617831396
687,687,Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5.0,,6.0,0.04552667287825875
688,688,Maruti Vitara Brezza LDi Option,Pune,2017,38000,Diesel,,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,7.99,0.07978817175722325
689,689,Hyundai i20 Asta,Bangalore,2009,64000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,4.1,0.10815537080123272
690,690,Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.95,0.08420415143499256
691,691,Hyundai EON Era Plus,Kochi,2016,36700,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,4.38,0.07726874534957351
692,692,Hyundai i10 Sportz,Mumbai,2011,35000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.75,0.05505961392852104
693,693,Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,Petrol,Automatic,First,18.1 kmpl,3498 CC,306 bhp,2.0,,55.54,0.10144776391717496
694,694,Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,,29.0,0.06624433939349127
695,695,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,6.6,0.010067535585998166
696,696,Volkswagen Passat Highline DSG,Kolkata,2012,39273,Diesel,Automatic,First,14.3 kmpl,1968 CC,140 bhp,5.0,,6.99,0.04520297144525007
697,697,Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,26.45 Lakh,18.75,0.08590043533823402
698,698,Ford Figo Diesel ZXI,Jaipur,2010,100002,Diesel,Manual,Third,20.0 kmpl,1399 CC,68 bhp,5.0,,1.28,0.027443993900986313
699,699,Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49 kmpl,1399 CC,92.7 bhp,5.0,,1.2,0.03880861568851428
700,700,Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,4.31,0.03541282284251653
701,701,Land Rover Freelander 2 SE,Chennai,2011,109000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,16.5,0.057186234817182574
702,702,Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.64,0.023201231659859642
703,703,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7.0,,31.12,0.025070393068247994
704,704,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,25.46,0.02323833247497123
705,705,Hyundai Verna 1.6 VTVT,Kochi,2017,37688,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,7.88,0.08226191859722351
706,706,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,36.0,0.05662187207992983
707,707,Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,30.0,0.037387878573661826
708,708,Maruti Swift Dzire ZXi,Pune,2008,64000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.85,0.08837935802955568
709,709,Honda City 1.3 EXI S,Delhi,2011,100000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5.0,,3.5,0.07406589536812194
710,710,Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,7.5,0.03648027788232074
711,711,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,19.0,0.06277100844093697
712,712,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,,54.0,0.011452453292188048
713,713,Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,4.7,0.06343747321239541
714,714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,10.34 Lakh,8.5,0.013703293784093493
715,715,BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,4.0,,17.0,0.08877996820120411
716,716,Maruti Alto 800 LXI,Kochi,2017,54250,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.51,0.09275156606408813
717,717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5.0,,19.5,0.1017224082648539
718,718,Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6 kmpl,1598 CC,181 bhp,4.0,,17.0,0.07208268650738682
719,719,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,43.35,0.016656940702720342
720,720,Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65,0.03702838736103421
721,721,Maruti Wagon R LXI BS IV,Kochi,2015,43828,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.52,0.033173281718541774
722,722,Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,6.25,0.013843889720301303
723,723,BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,24.75,0.0748929700052906
724,724,Maruti Swift Dzire VXI,Mumbai,2015,19000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,5.25,0.06172463894917537
725,725,Skoda Yeti Elegance 4X2,Jaipur,2016,84000,Diesel,Manual,First,17.72 kmpl,1968 CC,108.5 bhp,5.0,,11.0,0.08887384355095226
726,726,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,,9.1,0.02471364261991369
727,727,Hyundai i20 1.2 Magna,Chennai,2010,67714,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.25,0.051350851786774246
728,728,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0 kmpl,1248 CC,88.5 bhp,5.0,,8.5,0.009344487851197951
729,729,Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,,3.1,0.013873152348474083
730,730,BMW 3 Series 320d Luxury Line,Kochi,2015,58390,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,19.86,0.09964943320186485
731,731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,7.46 Lakh,4.9,0.06826863649372797
732,732,Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.85 Lakh,5.7,0.03711704986502191
733,733,Maruti Swift 1.3 VXi,Chennai,2006,97800,Petrol,Manual,Third,16.1 kmpl,,,,,1.75,0.08968513155159433
734,734,Maruti Swift VDI BSIV,Kolkata,2012,52241,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,2.9,0.05277610228979002
735,735,Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,7.83,0.0597545553280121
736,736,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7.0,,8.15,0.07567902258070605
737,737,Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,2.0,0.04215763177522283
738,738,Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.25,0.023716643807403886
739,739,Maruti Swift VDI BSIV,Bangalore,2007,60000,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5.0,,3.4,0.10492343265694994
740,740,Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,3.19,0.07595505067281676
741,741,Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,10.41 Lakh,7.75,0.020652021408384715
742,742,Maruti Celerio VXI AMT,Delhi,2014,35214,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,5.57 Lakh,3.2,0.03696331627232454
743,743,Maruti Swift VDI BSIV,Delhi,2015,63000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.9,0.058811728584748396
744,744,Volkswagen Vento Petrol Highline,Kochi,2012,121377,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.8,0.07321389371095671
745,745,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5.0,,4.0,0.08417269367182068
746,746,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.48 Lakh,23.5,0.015513513573775985
747,747,Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5.0,,1.15,0.1114943400248912
748,748,Hyundai Santro Xing XO,Hyderabad,2007,71297,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,2.2,0.05570569301561028
749,749,Land Rover Range Rover 3.0 D,Mumbai,2008,55001,Diesel,Automatic,Second,0.0 kmpl,,,,,26.5,0.029340793952832074
750,750,Honda City i-VTEC CVT VX,Bangalore,2015,18955,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,16.04 Lakh,10.65,0.07588806967491189
751,751,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,35.68,0.04398438739529902
752,752,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,31.94,0.05958550088783171
753,753,Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5.0,,4.2,0.02979579068865222
754,754,Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,unknown,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.9,0.10431410659082445
755,755,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,15.46,0.028625611489108374
756,756,Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,9.1 Lakh,8.46,0.08934821926369949
757,757,Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,3.25,0.1017087207407446
758,758,Maruti Alto LXi BSIII,Hyderabad,2012,67147,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.6,0.02703612679062478
759,759,Maruti Swift VXI BSIV,Coimbatore,2016,37806,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.2,0.0120489381572161
760,760,Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.8,0.05085728439975245
761,761,Tata Nano Lx BSIV,Chennai,2011,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4.0,,1.6,0.008828829182614524
762,762,Ford Figo Titanium Diesel,Kolkata,2015,72035,Diesel,Manual,First,25.5 kmpl,1498 CC,99 bhp,5.0,7.65 Lakh,2.5,0.040184766467059416
763,763,Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,5.0,,2.5,0.04909568157291665
764,764,Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,6.7,0.005628303562703907
765,765,Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4 kmpl,1590 CC,94 bhp,5.0,,1.2,0.08292513048247362
766,766,BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,35.55,0.05023816000451317
767,767,Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,5.0,,7.75,0.04530071591280311
768,768,Mahindra Scorpio 2.6 DX,Chennai,2005,50000,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8.0,,1.94,0.06988984495439465
769,769,Tata Indica V2 eLS,Hyderabad,2016,73000,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,,2.2,0.10705364042078984
770,770,Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,Diesel,,First,18.1 kmpl,1991 CC,147.9 bhp,4.0,,3.8,0.021474606447142497
771,771,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,15.65,0.018947123908228954
772,772,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.47,0.08079308610497182
773,773,Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5.0,,1.5,0.10274358624474858
774,774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,8.85,0.04741433741507281
775,775,Toyota Fortuner 4x4 MT,Bangalore,2013,74000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,17.9,0.013837194191313733
776,776,Hyundai i10 Sportz AT,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5.0,,5.08,0.09965132459733116
777,777,Hyundai Verna 1.6 SX,Bangalore,2012,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.25,0.06451094538039369
778,778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,22.75,0.014209964941523979
779,779,Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.46,0.052694220047414655
780,780,Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,2.05,0.056005230341354136
781,781,Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,4.08,0.11046862083489443
782,782,Maruti Celerio VXI AT,Hyderabad,2014,44600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.55,0.10572301514767882
783,783,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,,14.0,0.06793246653981334
784,784,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,13.74 Lakh,10.9,0.0041236778503028915
785,785,Maruti Wagon R VXI BS IV,Bangalore,2010,81245,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.45,0.08692368809945256
